Id,Sentence,Title,Author
2358,"Vili glanced up, turned his head back toward the interior, and said, with no particular inflection, ""Klava with honey for Lord Taltos. "".",Dzur,Steven Brust
2359,You can hear a miracle a long way after dark.,All The Crooked Saints,Maggie Stiefvater
2360,"The bees of Death are big and black, they buzz low and somber, they keep their honey in combs of wax as white as altar candles.",Eric,Terry Pratchett
2361,"This is the bright candlelit room where the life-timers are stored -- shelf upon shelf of them, squat hourglasses, one for every living person, pouring their fine sand from the future into the past.",Mort,Terry Pratchett
2362,Thud. . That was the sound the heavy club made as it connected with the head.,Thud!,Terry Pratchett
2363,"It was a moonless night, which was good for the purposes of Solid Jackson.",Jingo,Terry Pratchett
2364,They say the world is flat and supported on the back of four elephants who themselves stand on the back of a giant turtle.,The Fifth Elephant,Terry Pratchett
2365,Joost has two problems: the moon and his mustache.,Six Of Crows,Leigh Bardugo
2366,"It has now been a mere two score of years since we had the honor to have our work, Toward Beginning a Survey of Some Events Contributing To the Fall of the Empire, rejected by Lord Tri'ari and Master Vrei of the Institute.",The Phoenix Guards,Steven Brust
2367,"When the storm came, it hit the hills like a hammer.",Wintersmith,Terry Pratchett
2368,"In a distant and secondhand set of dimensions, in an astral plane that was never meant to fly, the curling star-mists waver and part.",The Color Of Magic,Terry Pratchett
2370,The flotillas of the dead sailed around the world on underwater rivers.,Going Postal,Terry Pratchett
2371,"It came crackling over the hills, like an invisible fog.",A Hat Full Of Sky,Terry Pratchett
2372,"Why was it, Tiffany Aching wondered, that people liked noise so much?.",I Shall Wear Midnight,Terry Pratchett
2373,It was on a Homeday in the early summer of the 156th year of the Interregnum that a traveler entered a small village in the East.,The Paths Of The Dead,Steven Brust
2374,"Early this morning, 1 January 2021, three minutes after midnight, the last human being to be born on earth was killed in a pub brawl in a suburb of Buenos Aires, aged twenty-five years two months and twelve days.",The Children Of Men,P D James
2375,It was a warm spring night when a fist knocked at the door so hard that the hinges bent.,Feet Of Clay,Terry Pratchett
2376,"Corporal Carrot, Ankh-Morpork City Guard (Night Watch), sat down in his nightshirt, took up his pencil, sucked the end for a moment, and then wrote:.",Men At Arms,Terry Pratchett
2377,The first queen built the Alskad Empire from scorched earth and ash after the goddess Dzallie split the moon and rained fire from the sky.,The Diminished,Kaitlyn Sage Patterson
2378,"On the ground floor of Whitecrest Manor was a wide enclosed terrace, the twin to the open terrace on the other side where the Count and Countess of Whitecrest were accustomed to take their morning klava and watch the ocean.",Sethra Lavode,Steven Brust
2380,Watch. This is space.,Moving Pictures,Terry Pratchett
2381,"Nothing but stars, scattered across the blackness as though the Creator had smashed the windscreen of his car and hadn't bothered to sweep up the pieces.",Pyramids,Terry Pratchett
2382,"The rumor spread through the city like wildfire (which had quite often spread through Ankh-Morpork since its citizens had learned the words ""fire insurance"").",The Truth,Terry Pratchett
2383,Now read on. When does it start?.,Lords And Ladies,Terry Pratchett
2384,"They lay in the dark, guarding.",Making Money,Terry Pratchett
2385,The wind howled.,Maskerade,Terry Pratchett
2386,"They go crashing into the wall like the forces of nature that they are, and the only thing that keeps the wood from cracking is that the full regard of their wrath is on each other.",Fortune Favours The Vindictive,Reavv
2387,"This is where the gods play games with the lives of men, on a board which is at one and the same time a simple playing area and the whole world.",Interesting Times,Terry Pratchett
2388,The Special Operations Network was instigated to handle policing duties considered either too unusual or too specialized to be tackled by the regular force.,The Eyre Affair,Jasper Fforde
2389,It began with my father not wanting to see the Last Rabbit and ended up with my being eaten by a carnivorous plant.,Shades Of Gray,Jasper Fforde
2390,Let me start with this: I am apostate.,Troublemaker,Remeni
2391,"It looked set to become even hotter by the afternoon, just when the job was becoming more fiddly and needed extra concentration.",The Last Dragonslayer,Jasper Fforde
2392,"It was the week following Easter in Reading, and no one could remember the last sunny day.",The Big Over Easy,Jasper Fforde
2393,The first thing we had to do was catch the Tralfamosaur.,The Eye Of Zoltar,Jasper Fforde
2394,I work in the magic industry.,The Song Of The Quarkbeast,Jasper Fforde
2395,I was in the fourth grade and in trouble.,Yes Please,Poehler
2396,The dangerously high level of the stupidity surplus was once again the lead story in The Owl that morning.,First Among Sequels,Jasper Fforde
2397,"I made my first public appearance on the stairs up to the school nurse's room, at St. Peters Preparatory School, Weston-Super-Mare, Somerset, England, on September 12, 1948.","So, Anyway",Cleese
2399,"When my family first moved to North Carolina, we lived in a rented house three blocks from the school where I would begin the third grade.",Dress Your Family In Corduroy And Denim,Sedaris
2400,"He comes every Wednesday for the Wednesday special, stands at the same machine all the way until closing time, and never says a word.",Reading The Signs,Renderedreversed
2401,"When I asked my mother and my uncle about our ancestors, they started with their grandparent's generation, the earliest one they'd known.",Ants Among Elephants,Sujatha Gidla
2402,He spots the woman midway through practice.,Hidden In The Spotlight,Luki
2403,"Ron,age 25, single, no children, suffered multiple sharp force stab wounds to his neck, chest, head abdomen, thigh, face, and hands.",I Did It.,Goldman
2404,It is the last day of my childhood.,Believe Me,Izzard
2405,It was 7 minutes after midnight.,The Curious Incident Of The Dog In The Night-Time,Mark Haddon
2406,I have never been what you'd call a crying man.,11/22/63,King
2407,"Two hundred and forty-six years after Adron's Disaster, Zerika succeeded in retrieving the Orb.",The Lord Of Castle Black,Steven Brust
2408,The light hadn't even officially turned green at the intersection of 17th and Broadway before an army of overconfident yellow cabs roared past the tiny deathtrap I was attempting to navigate around the city streets.,The Devil Wears Prada,Lauren Weisberger
2409,The sunset at Ka'a Beach was glorious.,Vulcan's Glory,D.C. Fontana
2410,"In the summer of 2255, the San Francisco fog was like a living entity.",Starfleet Academy: The Delta Anomaly,Rick Barba
2411,The ghost in the Paris Opera existed.,The Phantom Of The Opera,Gaston Leroux
2413,"About 13. 5 billion years ago, Matter, energy, time and space came into being in what is known as the Big Bang.",Sapiens,Harari
2415,Over the years I've become accustomed to the following experience.,Without Conscience,Hare
2416,"One late December morning in 1910, Hermann Rorschach, twenty-six years old, woke up early.",The Inkblots,Searls
2417,"It took two years for things to truly begin to change, and it began with his holiday.",Paper Cranes,Spontaneite
2418,"London, Ontario, is a middling manufacturing town halfway between Toronto and Detroit, once known for its cigars and breweries.",Going Clear,Wright
2419,"Is this the Shadow? Jack said, holding up the cellophane envelope.",Fear City,Wilson
2420,The sweat wis lashing oafay Sick Boy; he wis trembling.,Trainspotting,Welsh
2421,"As the Minister was a very stout man, inclined to apoplexy, they feared to arouse in him any dangerous excitement, and it was with every possible precaution that they informed him that a very serious attempt upon his life had been planned.",Seven Who Were Hanged,Andreyev
2422,"In the Indian Ocean, fifteen hundred miles east of Africa and four thousand miles west of Australia, lies an island that the Portuguese knew as Santa Apolonia, the British as Bourbon, and the French, for a time, as Ile Bonaparte.",How To Fly A Horse,Ashton
2423,"The first time you catch the government in a lie, it changes you.",Stonewalled,Attkisson
2424,"All his life, Howard Hughes stood in awe of his father, the tall, handsome, flamboyant man who endowed him with a flair for the dramatic, a love of things mechanical, and one of the great industrial creations of the twentieth century.",Howard Hughes His Life And Madness,Barlett&Steele
2425,"The outing hd been planned on a whim; an afternoon lesson up in the hills, away from the smoke and stink of the city.",Isle Of Blood & Stone,Makiia Lucier
2426,The one -year-old decided to take justice into his own hands.,Just Babies,Bloom
2427,I won Dribble at Jimmy Fargo's birthday party.,Tales Of A Fourth Grade Nothing,Blume
2428,He had probably been watching her for a while.,The Gift Of Fear,De Becker
2429,He came out to see me in the cage because I belonged to him.,Those Across The River,Christopher Buehlman
2430,Audrey Villenueve knew what she imagined could not possibly be happening.,How The Light Gets In,Louise Penny
2431,"Regardless of the reality or otherwise of the Thutmose III/Amenhotep II co-regency, Amenhotep will still have been a young man when he became the sole ruler of Egypt.",Amarna Sunrise,Dodson
2432,"Someone must have slandered Josef K. , for one morning, without having done anything wrong, he was arrested.",The Trial,Franz Kafka
2433,"Toward the far edge of the Cornu Sector of Ophiuchus, Robert Palmer’s Star shone brilliant white, its corona flaring with films of blue, red and green color.",Night Lamp,Jack Vance
2434,"The rumor spread through the city like wildfire (which had quite often spread through Ankh-Morpork since its citizens had learned the words ""fire insurance. "").",The Truth,Terry Pratchett
2435,"Year 12, II prt, day 8: [the king and Queen] appeared on the great carrying-chair of gold to receive the tribute of Kharu [Syria-Palestine] and Kush [Nubia}, the West and the East.",Amarna Sunset,Dodson
2436,“Telsin!” Waxillium hissed as he crept out of the training hut.,The Bands Of Mourning,Brandon Sanderson
2438,"Larry went officially missing from the world on the second Monday of October, at ten minutes past eleven, when he failed to deliver his opening lecture of the new academic year.",Our Game,John Le Carre
2439,"How does it come about that alongside of the idea of ponderable matter, which is derived by abstraction from everyday life, the physicists set the idea of the existence of another kind of matter, the ether?.",Sidelights On Relativity,Einstein
